*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.014 -Release      JAN 29, 2013; 15:02:32
                                                                                
*RUN   1        : Irrigated + Nitrogen      WHAPS045 UFMX8902    3              
 MODEL          : WHAPS045 - Wheat                                              
 EXPERIMENT     : UFMX8902 WH  Mexi (NWheat migration to DSSAT)                 
 DATA PATH      : C:\DSSAT45\WHEAT\                                             
 TREATMENT  3   : Irrigated + Nitrogen      WHAPS045                            
  
!                                                                                                                                                                                                                                             Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                             0-5    5-15   15-25   25-40   40-55   55-70   70-90  90-120 120-150
@YEAR DOY   DAS   DAP    DCCD  GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD   GWGD   HIAD   SHAD   P#AD   WSPD   WSGD   NSTD   EWSD  PST1A  PST2A   KSTD   LN%D   TPSM   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   CDAD   LDAD   SDAD   SNW0C   SNW1C    DTTD   SUMDTT
 1990 041    62    61  41.371     2  4.870   1572   1396      0   1958   4696   4696      0      0  0.000   1728      0  0.000  0.128  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1728    313.8   0.00   0.00   0.85   0.046   0.064   0.046   0.021   0.012   0.010   0.005   0.000   0.000      0      0      0       0       0  15.996  314.883
 1990 042    63    62  41.989     2  4.970   1604   1527      0   2015   4909   4909      0      0  0.000   1779      0  0.000  0.369  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1779    313.8   0.00   0.00   0.87   0.048   0.066   0.048   0.021   0.012   0.010   0.005   0.000   0.000      0      0      0       0       0  17.107  331.991
 1990 043    64    63  42.620     2  5.029   1623   1662      0   2081   5110   5110      0      0  0.000   1826      0  0.000  0.599  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.88   0.049   0.070   0.049   0.021   0.012   0.010   0.006   0.000   0.000      0      0      0       0       0  17.486  349.477
 1990 044    65    64  43.472     3  4.979   1623   1830      0   2099   5279   5279      0      0  0.000   1826      0  0.142  0.785  0.388  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.89   0.049   0.074   0.051   0.021   0.012   0.010   0.006   0.000   0.000      0      0      0       0       0  17.600    7.077
 1990 045    66    65  44.498     3  4.937   1623   1953      0   2106   5402   5402      0      0  0.000   1826      0  0.214  0.845  0.365  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.90   0.048   0.076   0.051   0.021   0.012   0.010   0.006   0.000   0.000      0      0      0       0       0  15.400   22.477
 1990 046    67    66  45.392     3  4.901   1623   2090      0   2116   5538   5538      0      0  0.000   1826      0  0.222  0.852  0.338  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.91   0.048   0.076   0.051   0.021   0.012   0.010   0.006   0.000   0.000      0      0      0       0       0  13.400   35.877
 1990 047    68    67  46.192     3  4.869   1623   2253      0   2131   5701   5701      0      0  0.000   1826      0  0.244  0.870  0.322  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.92   0.047   0.077   0.051   0.020   0.012   0.010   0.007   0.000   0.000      0      0      0       0       0  12.000   47.877
 1990 048    69    68  47.038     3  4.836   1623   2411      0   2145   5860   5860      0      0  0.000   1826      0  0.306  0.921  0.316  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.93   0.047   0.078   0.051   0.020   0.012   0.010   0.007   0.000   0.000      0      0      0       0       0  12.700   60.577
 1990 049    70    69  47.892     3  4.803   1623   2554      0   2156   6002   6002      0      0  0.000   1826      0  0.377  0.981  0.309  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.94   0.047   0.079   0.052   0.020   0.012   0.011   0.007   0.000   0.000      0      0      0       0       0  12.800   73.377
 1990 050    71    70  48.772     3  4.769   1623   2683      0   2166   6132   6132      0      0  0.000   1826      0  0.440  1.000  0.308  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.95   0.046   0.079   0.051   0.020   0.012   0.011   0.007   0.001   0.000      0      0      0       0       0  13.200   86.577
 1990 051    72    71  49.652     3  4.735   1623   2793      0   2172   6242   6242      0      0  0.000   1826      0  0.497  1.000  0.299  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.96   0.046   0.079   0.051   0.020   0.012   0.011   0.008   0.001   0.000      0      0      0       0       0  13.200   99.777
 1990 052    73    72  50.605     3  4.698   1623   2899      0   2177   6348   6348      0      0  0.000   1826      0  0.529  1.000  0.274  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.97   0.045   0.079   0.051   0.019   0.011   0.011   0.008   0.001   0.000      0      0      0       0       0  14.300  114.077
 1990 053    74    73  51.612     3  4.657   1623   2995      0   2180   6443   6443      0      0  0.000   1826      0  0.569  1.000  0.241  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.98   0.045   0.078   0.050   0.019   0.011   0.012   0.008   0.001   0.000      0      0      0       0       0  15.100  129.177
 1990 054    75    74  52.719     3  4.612   1623   3083      0   2182   6532   6532      0      0  0.000   1826      0  0.600  1.000  0.190  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   0.99   0.044   0.077   0.050   0.019   0.011   0.012   0.009   0.002   0.000      0      0      0       0       0  16.616  145.792
 1990 055    76    75  53.917     3  4.560   1623   3158      0   2180   6606   6606      0      0  0.000   1826      0  0.639  1.000  0.124  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.01   0.044   0.077   0.049   0.019   0.011   0.012   0.009   0.002   0.000      0      0      0       0       0  17.967  163.759
 1990 056    77    76  55.179     3  4.505   1623   3223      0   2177   6672   6672      0      0  0.000   1826      0  0.664  1.000  0.042  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.02   0.043   0.076   0.049   0.019   0.011   0.012   0.009   0.002   0.000      0      0      0       0       0  18.922  182.682
 1990 057    78    77  56.403     3  4.453   1623   3295      0   2174   6743   6743      0      0  0.000   1826      0  0.639  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.04   0.043   0.075   0.048   0.019   0.011   0.012   0.009   0.002   0.000      0      0      0       0       0  18.359  201.041
 1990 058    79    78  57.667     3  4.400   1623   3368      0   2172   6817   6817      0      0  0.000   1826      0  0.614  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.05   0.043   0.074   0.048   0.018   0.011   0.012   0.010   0.002   0.000      0      0      0       0       0  18.969  220.009
 1990 059    80    79  58.973     3  4.346   1623   3446      0   2171   6894   6894      0      0  0.000   1826      0  0.589  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.06   0.042   0.074   0.047   0.018   0.011   0.012   0.010   0.002   0.000      0      0      0       0       0  19.580  239.589
 1990 060    81    80  60.278     4  4.346   1623   3547      0   2168   6996   6996      0      0  0.000   1826      0  0.566  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.08   0.042   0.073   0.047   0.018   0.011   0.012   0.010   0.002   0.000      0      0      0       0       0  17.451   17.039
 1990 061    82    81  61.623     4  4.263   1623   3653      0   2166   7102   7102      0      0  0.000   1826      0  0.543  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.09   0.041   0.072   0.046   0.018   0.011   0.012   0.010   0.002   0.000      0      0      0       0       0  17.939   34.978
 1990 062    83    82  63.084     4  4.181   1623   3758      0   2163   7206   7206      0      0  0.000   1826      0  0.519  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.10   0.041   0.071   0.046   0.018   0.010   0.012   0.010   0.002   0.000      0      0      0       0       0  19.472   54.450
 1990 063    84    83  64.552     4  4.094   1623   3865      0   2160   7313   7313      0      0  0.000   1826      0  0.495  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.12   0.040   0.071   0.046   0.017   0.010   0.012   0.010   0.002   0.000      0      0      0       0       0  19.580   74.030
 1990 064    85    84  65.535     4  4.009   1623   3972      0   2157   7420   7420      0      0  0.000   1826      0  0.472  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.13   0.040   0.070   0.045   0.017   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  18.800   92.830
 1990 065    86    85  66.293     4  3.928   1623   4086      0   2155   7535   7535      0      0  0.000   1826      0  0.450  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.15   0.040   0.069   0.045   0.017   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  18.200  111.030
 1990 066    87    86  67.025     4  3.852   1623   4217      0   2155   7665   7665      0      0  0.000   1826      0  0.429  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.16   0.039   0.069   0.044   0.017   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  17.562  128.592
 1990 067    88    87  67.723     4  3.779   1623   4357      0   2156   7806   7806      0      0  0.000   1826      0  0.410  1.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.17   0.039   0.068   0.044   0.017   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  16.754  145.346
 1990 068    89    88  68.427     4  3.712   1623   4493      0   2157   7942   7942      0      0  0.000   1826      0  0.390  0.992  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.18   0.038   0.067   0.043   0.017   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  16.900  162.246
 1990 069    90    89  69.202     4  3.645   1623   4609      0   2154   8057   8057      0      0  0.000   1826      0  0.369  0.974  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.20   0.038   0.066   0.043   0.016   0.010   0.012   0.011   0.002   0.000      0      0      0       0       0  18.600  180.846
 1990 070    91    90  69.835     4  3.573   1623   4752      0   2155   8201   8201      0      0  0.000   1826      0  0.352  0.960  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.21   0.038   0.066   0.042   0.016   0.010   0.012   0.012   0.002   0.000      0      0      0       0       0  15.200  196.046
 1990 071    92    91  70.350     5  3.515   1623   4353    551   2145   7802   8353     38   1448  0.066   1826      0  0.335  0.946  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.22   0.037   0.065   0.042   0.016   0.010   0.012   0.012   0.002   0.000      0      0      0       0       0  15.500   11.546
 1990 072    93    92  70.817     5  3.512   1623   4338    714   2135   7787   8502     38   1879  0.084   1826      0  0.318  0.931  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.23   0.037   0.064   0.042   0.016   0.009   0.012   0.012   0.002   0.000      0      0      0       0       0  15.400   26.946
 1990 073    94    93  71.217     5  3.504   1623   4351    864   2126   7799   8663     38   2272  0.100   1826      0  0.303  0.919  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.24   0.037   0.064   0.041   0.016   0.009   0.011   0.012   0.002   0.000      0      0      0       0       0  13.200   40.146
 1990 074    95    94  71.680     5  3.494   1623   4368   1012   2118   7817   8829     38   2661  0.115   1826      0  0.287  0.906  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.25   0.036   0.063   0.041   0.016   0.009   0.011   0.012   0.002   0.000      0      0      0       0       0  15.300   55.446
 1990 075    96    95  72.158     5  3.479   1623   4390   1157   2110   7839   8996     38   3044  0.129   1826      0  0.270  0.892  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.26   0.036   0.063   0.040   0.015   0.009   0.011   0.012   0.002   0.000      0      0      0       0       0  15.778   71.224
 1990 076    97    96  72.687     5  3.459   1623   4409   1300   2102   7858   9158     38   3420  0.142   1826      0  0.251  0.876  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.28   0.035   0.062   0.040   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  17.453   88.677
 1990 077    98    97  73.223     5  3.433   1623   4423   1448   2094   7871   9319     38   3808  0.155   1826      0  0.233  0.861  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.29   0.035   0.061   0.040   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  17.697  106.374
 1990 078    99    98  73.769     5  3.401   1623   4446   1585   2087   7895   9479     38   4168  0.167   1826      0  0.214  0.845  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.30   0.035   0.061   0.039   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  18.000  124.374
 1990 079   100    99  74.379     5  3.365   1623   4446   1725   2078   7895   9621     38   4539  0.179   1826      0  0.194  0.828  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.32   0.034   0.060   0.039   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  20.120  144.494
 1990 080   101   100  74.982     5  3.318   1623   4438   1880   2070   7887   9767     38   4946  0.193   1826      0  0.174  0.811  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.33   0.034   0.060   0.038   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  19.905  164.399
 1990 081   102   101  75.584     5  3.265   1623   4434   2031   2061   7882   9913     38   5341  0.205   1826      0  0.154  0.795  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.35   0.034   0.059   0.038   0.015   0.009   0.011   0.012   0.002   0.001      0      0      0       0       0  19.887  184.286
 1990 082   103   102  76.169     5  3.206   1623   4438   2178   2053   7887  10064     38   5728  0.216   1826      0  0.135  0.779  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.36   0.033   0.058   0.038   0.014   0.009   0.011   0.012   0.002   0.002      0      0      0       0       0  19.302  203.588
 1990 083   104   103  76.771     5  3.142   1623   4428   2333   2045   7877  10210     38   6137  0.229   1826      0  0.116  0.763  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.37   0.033   0.058   0.037   0.014   0.008   0.011   0.012   0.002   0.002      0      0      0       0       0  19.846  223.434
 1990 084   105   104  77.388     5  3.071   1623   4402   2501   2037   7851  10352     38   6578  0.242   1826      0  0.096  0.747  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.39   0.033   0.057   0.037   0.014   0.008   0.011   0.012   0.002   0.002      0      0      0       0       0  20.365  243.799
 1990 085   106   105  77.985     5  2.991   1623   4367   2679   2028   7815  10494     38   7046  0.255   1826      0  0.077  0.731  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.40   0.032   0.057   0.037   0.014   0.008   0.011   0.012   0.002   0.002      0      0      0       0       0  19.718  263.517
 1990 086   107   106  78.661     5  2.907   1623   4298   2871   2018   7746  10618     38   7552  0.270   1826      0  0.057  0.714  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.42   0.032   0.056   0.036   0.014   0.008   0.011   0.012   0.002   0.002      0      0      0       0       0  22.296  285.813
 1990 087   108   107  79.306     5  2.804   1623   4247   3054   2007   7696  10750     38   8032  0.284   1826      0  0.037  0.698  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.44   0.032   0.055   0.036   0.014   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  21.290  307.103
 1990 088   109   108  79.852     5  2.699   1623   4200   3240   1997   7649  10888     38   8521  0.298   1826      0  0.021  0.684  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.45   0.031   0.055   0.035   0.014   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  18.000  325.103
 1990 089   110   109  80.600     5  2.605   1623   4045   3456   1981   7494  10950     38   9091  0.316   1826      0  0.000  0.666  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.47   0.031   0.054   0.035   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  24.700  349.803
 1990 090   111   110  81.091     5  2.465   1623   4022   3626   1969   7471  11097     38   9539  0.327   1826      0  0.000  0.654  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.48   0.031   0.054   0.035   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  16.200  366.003
 1990 091   112   111  81.615     5  2.370   1623   4009   3796   1958   7458  11254     38   9985  0.337   1826      0  0.000  0.641  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.49   0.031   0.053   0.034   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  17.300  383.303
 1990 092   113   112  82.193     5  2.263   1623   3982   3969   1946   7431  11400     38  10440  0.348   1826      0  0.000  0.632  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.030   0.053   0.034   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  19.056  402.359
 1990 093   114   113  82.783     5  2.139   1623   3957   4135   1933   7405  11541     38  10878  0.358   1826      0  0.000  0.633  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.030   0.052   0.034   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  19.485  421.843
 1990 094   115   114  83.369     5  2.007   1623   3946   4284   1920   7394  11678     38  11269  0.367   1826      0  0.000  0.633  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.030   0.052   0.033   0.013   0.008   0.010   0.012   0.002   0.002      0      0      0       0       0  19.337  441.180
 1990 095   116   115  83.986     5  1.869   1623   3884   4467   1907   7333  11800     38  11750  0.379   1826      0  0.000  0.633  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.029   0.051   0.033   0.013   0.007   0.010   0.012   0.002   0.002      0      0      0       0       0  20.367  461.547
 1990 096   117   116  84.566     5  1.718   1623   3845   4631   1893   7294  11925     38  12180  0.388   1826      0  0.000  0.634  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.029   0.051   0.033   0.013   0.007   0.010   0.011   0.002   0.002      0      0      0       0       0  19.118  480.665
 1990 097   118   117  85.170     5  1.569   1623   3772   4814   1878   7221  12035     38  12664  0.400   1826      0  0.000  0.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.029   0.050   0.032   0.012   0.007   0.010   0.011   0.002   0.002      0      0      0       0       0  19.950  500.615
 1990 098   119   118  85.793     5  1.408   1623   3711   4980   1862   7160  12139     38  13099  0.410   1826      0  0.000  0.000  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.029   0.050   0.032   0.012   0.007   0.010   0.011   0.002   0.002      0      0      0       0       0  20.543  521.158
 1990 099   120   119  86.439     5  1.236   1623   3636   5146   1846   7085  12231     38  13535  0.421   1826      0  0.000  0.107  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.029   0.050   0.032   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.324  542.482
 1990 100   121   120  87.085     5  1.049   1623   3555   5309   1829   7004  12313     38  13964  0.431   1826      0  0.000  0.250  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.028   0.049   0.032   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.329  563.812
 1990 101   122   121  87.764     5  0.855   1623   3462   5464   1811   6910  12374     38  14373  0.442   1826      0  0.000  0.380  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.028   0.049   0.031   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  22.412  586.224
 1990 102   123   122  88.404     5  0.093   1623   3449   5487   1793   6898  12385     38  14432  0.443   1826      0  0.000  0.490  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.028   0.048   0.031   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.109  607.333
 1990 103   124   123  89.044     5  0.000   1623   3449   5487   1775   6898  12385     38  14433  0.443   1826      0  0.000  0.518  0.000  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.028   0.048   0.031   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.109  628.441
 1990 104   125   124  89.684     5  0.000   1623   3449   5487   1758   6898  12385     38  14434  0.443   1826      0  0.000  0.530  0.980  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.027   0.047   0.031   0.012   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.125  649.566
 1990 105   126   125  90.000     6  0.000   1623   3449   5487   1740   6898  12385     38  14434  0.443   1826      0  0.000  0.530  0.980  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.027   0.047   0.030   0.011   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  21.333    0.000
 1990 106   127   126  90.000     7  0.000   1623   3449   5487   1740   6898  12385     38  14434  0.443   1826      0  0.000  0.530  0.980  0.000  0.000  0.000  1.000   0.00 300.00   0.00      0   1826    313.8   0.00   0.00   1.50   0.027   0.047   0.030   0.011   0.007   0.009   0.011   0.002   0.001      0      0      0       0       0  22.793   22.793
